Publisher  App ID,Publisher  App Name,Publisher Account Name,Publisher Account ID,Publisher  App Market ID,Publisher  App Platform,Publisher  App Metadata Liftoff Category,  Transaction Event Ad Spend (Unified)
65714019a5cc307500171031,ShortTV,SHUNYOU PTE LTD,655c62f25942160011cb5305,6464002625,iOS,Entertainment,74437.70691976298
661556bb5b2dea6d39bb0063,Crossword Master GP,Easybrain Ltd,57d1b461ae2b57d903000027,com.easybrain.crossword.puzzles,android,Gaming,73066.81849149504
661898f2c0c070078a977fb4,Goods Sorting: Match 3 Puzzle iOS PM_1945,FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,6482849843,iOS,Gaming,72028.89114387977
6785d3c3d85b8663adee2cba,Screwdom_IOS_com.dino.screwdom,Zego Global Ltd,5ce32f41e15f77001148e36d,6740043080,iOS,Gaming,71996.70434534922
592fc29cc10833a4760012c6,Sudoku - Classic Sudoku Puzzle Game,Easybrain Ltd,57d1b461ae2b57d903000027,1193508329,iOS,Gaming,71685.25180963258
5ee8976e2df77a0001480c94,ZEDGE Wallpapers & Ringtones,"Zedge, Inc.",5af5b8f9e408f136156e7cae,net.zedge.android,android,Utility,71330.90578649232
5346f0237963ec4e6a0000c6,Android Solitaire,Mobility Ware,561e8d936b8d90f61a000455,com.mobilityware.solitaire,android,Gaming,70869.22206344048
53e0f868838d31b86d00002f,iOS Spider,Mobility Ware,561e8d936b8d90f61a000455,395979574,iOS,Gaming,70866.94104748961
687fc975b7d9308ece480382,Duolingo,Duolingo,68799f38babc2000110fe539,com.duolingo,android,Education,70190.86602867412
6716548809f72ec0f50798ed,Vinted IOS,Vinted,670cfa366f113e00119a799f,632064380,iOS,e-Commerce,69659.21501382419
686295a9394e0109dd4a2580,Flightradar24 | Flight Tracker,Flightradar24 AB,6862932aaff9d800114174ac,382233851,iOS,Travel,69098.73917442211
686cdae238a354d88e4ccb38,Hexa Away_iOS,株式会社GOODROID,5b69051b3a5ab61db2c22189,6504324020,iOS,Gaming,66510.1656446384
62314e03f09a34c4383095da,Pure Tuber,individual,622f25f89bc0cb0014c6c06f,free.tube.premium.advanced.tuber,android,Utility,65916.10225353065
5d8977f0c8e0320017598a33,Turbo,INNOVATIVE CONNECTING PTE.LIMITED,5d76031d57ec4f0017743734,free.vpn.unblock.proxy.turbovpn,android,Utility,64189.584135312965
67c0237dee9356aafba1ccdb,dramawave-安卓,Skywork AI PTELTD,67c01767cc8ae200116e5d00,com.dramawave.app,android,Entertainment,63815.86222645881
6487cb65721f160ac5302d11,GoodReels-Android,Singapore New Reading Technology Pt,63e35991bbe8fa0014380604,com.newreading.goodreels,android,Entertainment,63601.00939566804
69047083b2b884a38fc2d0dd,seamobi-dev-gmail-com_com-db-speedVPN,Yandex Inc.,6297c4bc012073001b3df035,6748595336,iOS,Utility,63417.291080255905
579b9dc8b8582d866e000061,Microsoft Solitaire Collection iOS,Microsoft Casual Games,579643ec6c081adf5c00004c,1103438575,iOS,Gaming,62767.11483304549
5ae1d7c5cf3ad762761bbca1,Badoo - Free Chat & Dating App,Badoo,5aafdd4a0520357fabf54aa6,com.badoo.mobile,android,Social,62520.29941223936
686eb03d675b99fe079dac34,Arrows Android,Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,com.ecffri.arrows,android,Gaming,62074.92061965431
62f26e8e348007e331ea2907,Dream League Soccer,First Touch Games,6247027c20721a0018bb6528,1462911602,iOS,Gaming,60247.818178531765
66c4130fe2d733cb76cdd336,NetShort_IOS,NETSTORY PTE LTD,66bf1c62ddea6f0011b313a9,6504849169,iOS,Entertainment,59718.71395235814
67f64bb2ee3e8a4c67ae7434,Bubble Buster,ToGather Fun Limited,634d301fa3774b001b7c0dbc,6743385713,iOS,Gaming,59384.52135423741
689c4f436dce1f7513be19b9,Arrows – Puzzle Escape,Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,6748397500,iOS,Gaming,58608.19332353154
632cc65fb9383affd1497167,Farm Heroes Saga_Android,Activision Blizzard Media (King),622b9915ac4bf1001715b790,com.king.farmheroessaga,android,Gaming,58270.92780961863
67d28cc1043308f88f90f139,Jigsolitaire,"Gamincat, Inc.",561e8d936b8d90f61a00046c,6741408932,iOS,Gaming,57918.51586697565
52a764b09fd76a3932000008,Hay Day Android,Supercell,561e8d936b8d90f61a000ade,com.supercell.hayday,android,Gaming,57207.727708167375
53e0f922936129bc6d000033,iOS FreeCell,Mobility Ware,561e8d936b8d90f61a000455,301987699,iOS,Gaming,56038.77564267563
5be9c1194d3adf04414b15de,Audiomack | Download New Music,Audiomack Inc.,5f73ab8ec84db80016b354bb,921765888,iOS,Entertainment,55956.36346372045
603cf6d080c4a228357168ea,Happy Color iOS (NEW),X-FLOW LTD,5b1526a7de961d3317b1d475,1407852246,iOS,Gaming,55864.60843317247
6049dfc28457e34b9883e80a,Number Match GP,Easybrain Ltd,57d1b461ae2b57d903000027,com.easybrain.number.puzzle.game,android,Gaming,55151.11853732096
6875fcc861fad0cbc88635dd,LOKBOX: Pocket Cinema,Chongqing JiguJigu  Network Technol,6875f522babc2000110fb14e,com.hecate.phantom,android,Entertainment,54497.31860770996
5f33efea7aae9f000162155d,Art Puzzle GP,Easybrain Ltd,57d1b461ae2b57d903000027,com.easybrain.art.puzzle,android,Gaming,54492.736657352194
638badd694d1fb9053c85621,Locket iOS,"Locket Labs, Inc",638badabfc61bb001443e715,1600525061,iOS,Social,52313.461652151
6553382acf969be4de4d9be6,DramaBox,STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,6445905219,iOS,Entertainment,52217.93181686821
667c14204d6765df32fe9234,Tile Club,GamoVation,5fe2fafd6013fb0015208652,com.gamovation.tileclub,android,Gaming,50460.203460176184
64ec9384993b2f0f1f1d1c9a,Solitaire Verse,Gimica GmbH,619b548fc9c9c1001796f1f6,1667538256,iOS,Gaming,49469.229432096414
62a0dc1c93d8b90a44a85847,TextNow iOS,TextNow,622a3f10c690c40013e4728e,314716233,iOS,Social,49191.28268669064
6266b49b6a7efba7e6ccbbe1,Travel Town iOS,Moon Active,561e8d966b8d90f61a0033c4,1521236603,iOS,Gaming,48570.858374307114
55a4e36aad6c18e83a000159,8 Ball Pool,Miniclip SA,561e8d926b8d90f61a00013e,com.miniclip.eightballpool,android,Entertainment,47236.08024227087
5936ce6ff2dd8a5e180008f4,Wattpad_iOS_Interstitial,Wattpad,56b2844d24342c3622000032,306310789,iOS,Education,47077.94144420906
5c1dea438aa5b200174b0a72,Words Of Wonders - Android,Fugo Games,5bb6123fa4ae3604537ad781,com.fugo.wow,android,Gaming,47000.892686049934
6566955ef2be8e652a92b3b8,Hexa Sort,Lion Studios,5f064bf93191d60018f0fd5a,6463127238,iOS,Gaming,46918.07068929143
50046b006d791be34e17e959,Hay Day IOS,Supercell,561e8d936b8d90f61a000ade,506627515,iOS,Gaming,46602.481025709494
6276cb2872361e0c07c98cec,Geometry Dash Lite,RobTop Games AB,6276c973f70e7c001895be79,698255242,iOS,Gaming,46421.468149975844
6267b266886bc70496f956fa,Travel Town Android,Moon Active,561e8d966b8d90f61a0033c4,io.randomco.travel,android,Gaming,46346.90095292438
5ee96179d43e3a0001751cb0,Android Spades,Mobility Ware,561e8d936b8d90f61a000455,com.mobilityware.Spades,android,Gaming,46153.98592824336
67078f17c81241f35a6237cb,iOS 365Scores: Live Scores & News,365scores,67078359be02e20011a686ec,571801488,iOS,Entertainment,45504.34838343793
6859240353ef1303f912ce2f,seamobi-dev-gmail-com_com-supervpn-vpn-free-proxy,Yandex Inc.,6297c4bc012073001b3df035,com.supervpn.vpn.free.proxy,android,Utility,45087.66838863849
64f237afb680ca9e9f9856e1,Hexa Sort,Lion Studios,5f064bf93191d60018f0fd5a,com.gamebrain.hexasort,android,Gaming,44921.6850858205
66f38672cde9700bb6f022ba,美圖秀秀,Meitu China,66f36da16f113e0011999ff8,416048305,iOS,Utility,43125.96551290511
53d7b79466aa901306000019,Android Spider,Mobility Ware,561e8d936b8d90f61a000455,com.mobilityware.spider,android,Gaming,43041.23069154398
58ed4805d573baf555001be0,Wordscapes GP,"PeopleFun, Inc.",561e8d976b8d90f61a0045d7,com.peoplefun.wordcross,android,Gaming,42920.75433653102
6268445fe544d565a3f73230,Toon Blast,Zynga,56c3a378adccd1cb7e00000a,1176027022,iOS,Gaming,42240.77990497522
56163d74f155120c6d0005df,InstaShot Video Editor No Crop,InstaShot,561e8d976b8d90f61a003fcf,com.camerasideas.instashot,android,Utility,40858.228342877104
59d39cbfef6627a809002d5b,Sudoku - Classic Logic Puzzle Game,Easybrain Ltd,57d1b461ae2b57d903000027,com.easybrain.sudoku.android,android,Gaming,40564.45456873188
597b765f20522c9d77000202,PicsArt Photo Studio: Collage Maker & Pic Editor (IOS),Picsart Inc,59650c95a4e548f217000ead,587366035,iOS,Utility,40545.12070075444
5b14f1027ea39141340a6ada,UNO!™,Mattel163 Limited,5b0fc58f19829714e5ad0d2f,1344700142,iOS,Gaming,40441.29223153299
64f7008818744ab0e0841919,Shareit Android,INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,com.lenovo.anyshare.gps,android,Utility,40438.48990065699
685f12acc91f8ce8aec2fd7c,The Weather Channel - Radar,The Weather Company,685efaf2892f9d0011d7b87f,com.weather.Weather,android,Utility,40404.12790809389
67d3af22e3373f37dc6370cd,Grill Sort - Food Sort Games,Fodream Limited,6364b12e3ad6c7001711d812,grill.sort.food.games.match.puzzle,android,Gaming,39867.658761383915
59e7db9b598ece421700ded4,Scrabble Go,Scopely,561e8d966b8d90f61a003414,1215933788,iOS,Gaming,39493.89554101256
648954542a2e454c7c0aba4e,GoodReels-IOS,Singapore New Reading Technology Pt,63e35991bbe8fa0014380604,6448176203,iOS,Entertainment,38618.15546787776
6642cf9be0cbed6459a1b767,Tile Trip iOS,OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,6498883328,iOS,Gaming,38338.824983637634
6503642f5551fd9849db7a23,OfferUp Android,OfferUp,650360eb0950ee00114dc484,com.offerup,android,e-Commerce,38230.01512685871
5a777f42d76bfe102f007091,Happy Color Android - Paint by Number,X-FLOW LTD,5b1526a7de961d3317b1d475,com.pixel.art.coloring.color.number,android,Gaming,38062.74643148995
5fa1e909a1a78e5fc27dc5e0,Tubidy Fm Radio Music Player,Mobiletech Software SRL,561e8d946b8d90f61a002019,1355464544,iOS,,37848.511765095216
5dfae5f6c3936b78cf456b7d,Words With Friends 3 Android,Zynga,56c3a378adccd1cb7e00000a,com.zynga.words3,android,Gaming,37675.699221518385
589b92f26beaa884180003d3,Timehop,Timehop,5898dc668d35674f40000046,569077959,iOS,Social,37648.494929349
5fdfae0fc5d4c9ab8efa6701,Number Match IOS,Easybrain Ltd,57d1b461ae2b57d903000027,1545567989,iOS,Gaming,37423.84124756319
660a20c0c5f237ebf7b4ac68,Goods Sorting: Match 3 Puzzle PM_1945,FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,com.fc.goods.sort.matching.puzzle.triplemaster,android,Gaming,37143.348244068184
5e60cd1f3610f800010eaf6a,Instabridge,Instabridge Sweden AB,58665aa0444a4aeb0d000130,com.instabridge.android,android,Travel,36913.95890950269
5d3ad25290f20b00179e1c0e,扫描全能王-iOS,"Shanghai Linguan Data Co., Ltd.",5d3a5de9ddc71000189c7a84,388627783,iOS,Utility,35667.46821840829
632cc5c80ca02c6344d51818,Farm Heroes Saga_iOS,Activision Blizzard Media (King),622b9915ac4bf1001715b790,608206510,iOS,Gaming,35452.60900622342
641bbdc51e0260737618e232,ZenWord iOS,OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,1660171117,iOS,Gaming,35309.935911012544
6571c9ecba6511036ea4df55,Eyecon,Eyecon Global Ltd,6570788bee73b50011dbb6f6,com.eyecon.global,android,Social,35263.747706238486
680061dd6e7314c68220322b,Wool Craze,Vicok Limited New,64684dd7d7125400115d9e39,6744317674,iOS,Gaming,34919.31749217148
5e4e66ea60ce6a001791d156,Subway Surfers (Non-COPPA),SYBO Games,5c52bd6ffbeb402419bef87d,512939461,iOS,Gaming,34815.72442748291
6707900e901d39379d5ad723,Android 365Scores: Live Scores & News,365scores,67078359be02e20011a686ec,com.scores365,android,Entertainment,34506.923443968415
5aafe5c62567717fa575bfc1,Badoo - The Dating App,Badoo,5aafdd4a0520357fabf54aa6,351331194,iOS,Entertainment,34314.88070691033
5cb99eb2e520d93f2a43c588,Jigsaw Puzzles Android,Easybrain Ltd,57d1b461ae2b57d903000027,com.easybrain.jigsaw.puzzles,android,Gaming,33829.77794913256
65d490ed9a4122e9e0de916d,Android - Pi Network,Social Chain Inc.,65d4907595c34900110c9204,com.blockchainvault,android,Social,33521.29565463372
6905adc23ab3eb7275ecffe1,Color Pixel Shooter,Rewards Game,5b84c65ca73f7a027c553f4a,6754384144,iOS,Gaming,33124.712848789946
5af2c576731d33224a6b9f2d,캐시워크 - 돈버는 만보기 잠금화면,캐시워크,5af2ae1e0f25612233aa2819,com.cashwalk.cashwalk,android,Utility,33037.93399630997
671654af58450cca797bb25d,Vinted Android,Vinted,670cfa366f113e00119a799f,fr.vinted,android,e-Commerce,32992.38089068437
646b0d38b06633af5707dfca,Football League 2023,Gamegou,583c02c932ec4ba51300037e,com.football.soccer.league,android,Entertainment,32320.077136520536
6814f77716e6847d6f09c8a5,Shape Escape Android,FIOGONIA LIMITED,58737456236d8f446400071c,com.fiogonia.blockjam,android,Gaming,32016.938734645744
59e7dc15a81a003c1700ebfe,Scrabble Go,Scopely,561e8d966b8d90f61a003414,com.pieyel.scrabble,android,Gaming,31915.314268793612
686299fc79819ef02142b9ce,Flightradar24 Flight Tracker,Flightradar24 AB,6862932aaff9d800114174ac,com.flightradar24free,android,Travel,31906.98995355903
5da6812659f5670018ae7124,Pro,INNOVATIVE CONNECTING PTE.LIMITED,5d76031d57ec4f0017743734,free.vpn.unblock.proxy.vpn.master.pro,android,Utility,31468.71915134992
66e0363553834547abf558a2,FotMob iOS,FotMob AS,66e0182c82571e00117d2acb,488575683,iOS,Entertainment,31295.038431307996
579ba0736bccbf375f00007a,Microsoft Solitaire Collection Android,Microsoft Casual Games,579643ec6c081adf5c00004c,com.microsoft.microsoftsolitairecollection,android,Gaming,31260.632035749357
5c1cdefbd71d110017b3f88b,Words Of Wonders - iOS,Fugo Games,5bb6123fa4ae3604537ad781,1369521645,iOS,Gaming,31234.481256763895
5dc290cf1051eb0012a6b214,Blockudoku GP,Easybrain Ltd,57d1b461ae2b57d903000027,com.easybrain.block.puzzle.games,android,Gaming,31192.5783344076
674983665c1505ce639e4c0e,Pdf v1,EZTech,61825d0b78e35800177c13f0,com.ezt.pdfreader.pdfviewer,android,Utility,30850.61370474477
647febe9eceab671ee15db3c,TeraBox,"Flextech, Inc.",630dd09a2334a0001b28ad73,com.dubox.drive,android,Utility,30772.119094876758
53d7b802ec6bbcff4d000019,Android FreeCell,Mobility Ware,561e8d936b8d90f61a000455,com.mobilityware.freecell,android,Gaming,30750.076640723066
6912064edcd984f22c652c3f,deveem_io-deveem-vpn,Yandex Inc.,6297c4bc012073001b3df035,io.deveem.vpn,android,Utility,30630.565510717344
6765b3b90b2f71906881a1cf,Screwdom_com.ig.screwdom,Zego Global Ltd,5ce32f41e15f77001148e36d,com.ig.screwdom,android,Gaming,30593.550250292417
68515eedd1432abf30525019,Block Crush GP,WONDERFUL TYCOON LIMITED,683bc1bb4c15ca0011ad2b91,com.wood.block.sudoku.puzzle.bm,android,Gaming,30438.65123179703
63dd0e73ff93460cff697297,Word Search Explorer : Fun Game,Playsimple Games,568b8cb3bb2089a80600000a,1602508478,iOS,Gaming,30414.11855671957
6626876f3b493c22d404bf75,Chai Android,Chai Research Corp,662686e7216c0b00118aef81,com.Beauchamp.Messenger.external,android,Entertainment,30310.63780144733
62f47a1d8a0eaaba3f3b6e30,Zen Color  iOS,OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,1557392270,iOS,Gaming,30302.594181809203
6694c54c4d6765df32fed7ff,Fizzo Novel - Android,Poligon Pte Ltd,6694c47160e2ea00114a8599,e.books.reading.apps,android,Education,30264.50281762501
5057845678715d951df74577,Wordfeud,Bertheussen IT,561e8d936b8d90f61a0014d2,428312806,iOS,Gaming,30115.231412718713
65716f6c31ace18371faff52,ShortTV,SHUNYOU PTE LTD,655c62f25942160011cb5305,live.shorttv.apps,android,Entertainment,29841.590292237473
68ee72e79797ab8c2943d2d9,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlam,68ed0a0c4cac2a9dc3250a10,6751056652,iOS,Gaming,29813.689482901722
62b055e06894d1a44ef4d3a7,1Weather Android,InMobi,626a9cd05d54fa0018b746b3,com.handmark.expressweather,android,Utility,29686.518490660877
642eeb44c80b214ca21006f6,Remini AI,AI CREATIVITY S.R.L.,619cc4d31a366f0017fe8d06,com.bigwinepot.nwdn.international,android,Utility,29649.696186231107
68515f1b9f7ebc7d027598ec,Block Crush iOS,WONDERFUL TYCOON LIMITED,683bc1bb4c15ca0011ad2b91,1638139403,iOS,Gaming,29431.56057816779
6295ff7c3987b19e74b43c3e,Geometry Dash Lite Android,RobTop Games AB,6276c973f70e7c001895be79,com.robtopx.geometryjumplite,android,Gaming,29407.98633960345
685b5cb975c4436861cc7c72,Mahjong - Royal Tiles GP,HURELAX PTE LTD,67b5bff30471850011443643,com.nebula.mahjongtile,android,Gaming,29384.973891476067
66b372f5e33c9a548741ff37,Crossword Master IOS,Easybrain Ltd,57d1b461ae2b57d903000027,6547858927,iOS,Gaming,29349.04597602334
662687403b493c22d404bf70,Chai iOS,Chai Research Corp,662686e7216c0b00118aef81,1544750895,iOS,Entertainment,29218.982685344497
66ea968ed96b6cc4df566092,Hexa Sort,Saygames LTD,5fc671cbba624b0015a61bf1,6590876141,iOS,Gaming,29026.722534805944
662e0e2c61db5b0a87580cb6,MusicX Pro,Mobiletech Software SRL,561e8d946b8d90f61a002019,1644847077,iOS,,28917.865974972206
6306068eadc5c5493fa01c91,MX Player 11,MX Player,62f234d9f81a3c001bde7c25,com.mxtech.videoplayer.ad,android,Utility,28557.79315909031
524ad17f92fcd29365000006,Jigsaw Collection HD,Veraxen Ltd,561e8d936b8d90f61a00134a,642831690,iOS,Gaming,28403.483239527755
62ce7ef68cd2f0b72c87b683,VPN - Super Unlimited Proxy,Super Unlimited Inc.,629f58df585252001b83d5f1,com.free.vpn.super.hotspot.open,android,Utility,28381.729533984326
